Click_Y,Y_Top,Y_Bottom,Dist_Y_Top,Dist_Y_Bottom, Accuracy, Gap
237.2,109,249,128.2,11.8,0.6,0.7
342.2,245,385,97.2,42.8,1.0,0.7
307.8,193,333,114.8,25.2,0.8,0.7
312.2,217,357,95.2,44.8,1.0,0.7
390.4,297,437,93.4,46.6,0.9,0.7
484.4,375,515,109.4,30.6,0.8,0.7
237.2,84,224,153.2,-13.2,0.2,0.7
484.0,381,521,103.0,37.0,0.9,0.7
394.0,322,462,72.0,68.0,0.6,0.7
314.0,239,379,75.0,65.0,0.7,0.7
309.0,209,349,100.0,40.0,1.0,0.7
309.0,206,346,103.0,37.0,0.9,0.7
309.0,181,321,128.0,12.0,0.6,0.7
230.6,57,197,173.6,-33.6,-0.0,0.7
458.6,404,544,54.6,85.4,0.4,0.7
403.2,337,477,66.2,73.8,0.6,0.7
233.2,83,223,150.2,-10.2,0.3,0.7
233.8,110,250,123.8,16.2,0.6,0.7
541.4,485,625,56.4,83.6,0.4,0.7
339.0,261,401,78.0,62.0,0.7,0.7
534.2,446,586,88.2,51.8,0.9,0.7
539.4,490,630,49.4,90.6,0.3,0.7
309.8,193,333,116.8,23.2,0.7,0.7
341.8,259,399,82.8,57.2,0.8,0.7
389.0,302,442,87.0,53.0,0.8,0.7
276.0,174,314,102.0,38.0,0.9,0.7
481.6,347,487,134.6,5.4,0.5,0.7
263.0,148,288,115.0,25.0,0.8,0.7
231.8,38,178,193.8,-53.8,-0.3,0.7
235.0,91,231,144.0,-4.0,0.4,0.7
487.0,398,538,89.0,51.0,0.9,0.7
277.6,126,266,151.6,-11.6,0.3,0.7
238.4,28,168,210.4,-70.4,-0.6,0.7
234.8,86,226,148.8,-8.8,0.3,0.7
238.4,25,165,213.4,-73.4,-0.6,0.7
399.2,329,469,70.2,69.8,0.6,0.7
235.4,78,218,157.4,-17.4,0.2,0.7
487.8,397,537,90.8,49.2,0.9,0.7
268.4,162,302,106.4,33.6,0.9,0.7
232.2,39,179,193.2,-53.2,-0.3,0.7
391.0,315,455,76.0,64.0,0.7,0.7
482.0,349,489,133.0,7.0,0.5,0.7
341.0,251,391,90.0,50.0,0.9,0.7
277.2,125,265,152.2,-12.2,0.2,0.7
520.0,424,564,96.0,44.0,1.0,0.7
536.2,448,588,88.2,51.8,0.9,0.7
232.4,82,222,150.4,-10.4,0.3,0.7
388.2,305,445,83.2,56.8,0.8,0.7
308.8,225,365,83.8,56.2,0.8,0.7
540.8,464,604,76.8,63.2,0.7,0.7
236.8,103,243,133.8,6.2,0.5,0.7
235.2,120,260,115.2,24.8,0.8,0.7
541.8,477,617,64.8,75.2,0.5,0.7
539.8,476,616,63.8,76.2,0.5,0.7
484.0,385,525,99.0,41.0,1.0,0.7
484.0,378,518,106.0,34.0,0.9,0.7
237.2,75,215,162.2,-22.2,0.1,0.7
229.2,42,182,187.2,-47.2,-0.2,0.7
237.4,101,241,136.4,3.6,0.5,0.7
358.4,275,415,83.4,56.6,0.8,0.7
543.4,479,619,64.4,75.6,0.5,0.7
514.2,410,550,104.2,35.8,0.9,0.7
388.2,304,444,84.2,55.8,0.8,0.7
309.2,188,328,121.2,18.8,0.7,0.7
517.0,410,550,107.0,33.0,0.9,0.7
237.2,114,254,123.2,16.8,0.7,0.7
520.2,414,554,106.2,33.8,0.9,0.7
470.0,354,494,116.0,24.0,0.8,0.7
211.8,38,178,173.8,-33.8,-0.1,0.7
522.6,423,563,99.6,40.4,1.0,0.7
344.6,270,410,74.6,65.4,0.7,0.7
344.6,243,383,101.6,38.4,0.9,0.7
544.8,469,609,75.8,64.2,0.7,0.7
405.8,345,485,60.8,79.2,0.5,0.7
223.8,67,207,156.8,-16.8,0.2,0.7
223.0,64,204,159.0,-19.0,0.2,0.7
232.0,91,231,141.0,-1.0,0.4,0.7
405.6,338,478,67.6,72.4,0.6,0.7
212.6,33,173,179.6,-39.6,-0.1,0.7
213.0,31,171,182.0,-42.0,-0.2,0.7
323.2,238,378,85.2,54.8,0.8,0.7
478.8,357,497,121.8,18.2,0.7,0.7
306.4,185,325,121.4,18.6,0.7,0.7
341.4,251,391,90.4,49.6,0.9,0.7
314.4,219,359,95.4,44.6,1.0,0.7
382.6,284,424,98.6,41.4,1.0,0.7
224.6,59,199,165.6,-25.6,0.1,0.7
396.4,300,440,96.4,43.6,1.0,0.7
310.6,185,325,125.6,14.4,0.6,0.7
401.4,335,475,66.4,73.6,0.6,0.7
343.6,265,405,78.6,61.4,0.7,0.7
538.8,438,578,100.8,39.2,1.0,0.7
213.0,35,175,178.0,-38.0,-0.1,0.7
308.2,183,323,125.2,14.8,0.6,0.7
535.8,435,575,100.8,39.2,1.0,0.7
546.4,499,639,47.4,92.6,0.3,0.7
221.2,61,201,160.2,-20.2,0.1,0.7
379.4,280,420,99.4,40.6,1.0,0.7
314.4,234,374,80.4,59.6,0.8,0.7
237.6,114,254,123.6,16.4,0.6,0.7
480.6,365,505,115.6,24.4,0.8,0.7
271.8,168,308,103.8,36.2,0.9,0.7
347.4,264,404,83.4,56.6,0.8,0.7
347.4,264,404,83.4,56.6,0.8,0.7
347.4,268,408,79.4,60.6,0.7,0.7
232.6,98,238,134.6,5.4,0.5,0.7
403.2,331,471,72.2,67.8,0.6,0.7
345.4,248,388,97.4,42.6,1.0,0.7
261.4,145,285,116.4,23.6,0.7,0.7
394.0,297,437,97.0,43.0,1.0,0.7
404.6,336,476,68.6,71.4,0.6,0.7
258.8,145,285,113.8,26.2,0.8,0.7
347.2,270,410,77.2,62.8,0.7,0.7
547.4,493,633,54.4,85.6,0.4,0.7
314.6,209,349,105.6,34.4,0.9,0.7
470.0,355,495,115.0,25.0,0.8,0.7
536.8,434,574,102.8,37.2,0.9,0.7
393.0,312,452,81.0,59.0,0.8,0.7
251.2,125,265,126.2,13.8,0.6,0.7
545.8,479,619,66.8,73.2,0.6,0.7
228.8,85,225,143.8,-3.8,0.4,0.7
314.0,212,352,102.0,38.0,0.9,0.7
405.0,332,472,73.0,67.0,0.7,0.7
520.6,413,553,107.6,32.4,0.9,0.7
537.2,297,437,240.2,-100.2,-1.0,0.7
397.4,297,437,100.4,39.6,1.0,0.7
543.6,476,616,67.6,72.4,0.6,0.7
313.6,214,354,99.6,40.4,1.0,0.7
396.8,324,464,72.8,67.2,0.7,0.7
260.8,143,283,117.8,22.2,0.7,0.7
306.8,184,324,122.8,17.2,0.7,0.7
221.4,60,200,161.4,-21.4,0.1,0.7
221.2,54,194,167.2,-27.2,-0.0,0.7
394.8,324,464,70.8,69.2,0.6,0.7
527.8,427,567,100.8,39.2,1.0,0.7
544.0,480,620,64.0,76.0,0.5,0.7
548.4,486,626,62.4,77.6,0.5,0.7
547.0,459,599,88.0,52.0,0.9,0.7
344.2,241,381,103.2,36.8,0.9,0.7
539.4,448,588,91.4,48.6,0.9,0.7
544.6,454,594,90.6,49.4,0.9,0.7
343.8,272,412,71.8,68.2,0.6,0.7
392.8,296,436,96.8,43.2,1.0,0.7
471.0,353,493,118.0,22.0,0.7,0.7
211.8,32,172,179.8,-39.8,-0.1,0.7
223.2,67,207,156.2,-16.2,0.2,0.7
273.8,173,313,100.8,39.2,1.0,0.7
546.0,458,598,88.0,52.0,0.9,0.7
384.2,287,427,97.2,42.8,1.0,0.7
259.4,144,284,115.4,24.6,0.8,0.7
306.8,179,319,127.8,12.2,0.6,0.7
342.2,258,398,84.2,55.8,0.8,0.7
547.8,464,604,83.8,56.2,0.8,0.7
230.8,92,232,138.8,1.2,0.4,0.7
519.0,419,559,100.0,40.0,1.0,0.7
314.6,222,362,92.6,47.4,0.9,0.7
504.6,404,544,100.6,39.4,1.0,0.7
345.2,268,408,77.2,62.8,0.7,0.7
401.2,342,482,59.2,80.8,0.5,0.7
224.4,64,204,160.4,-20.4,0.1,0.7
236.0,103,243,133.0,7.0,0.5,0.7
547.6,489,629,58.6,81.4,0.5,0.7
270.4,154,294,116.4,23.6,0.7,0.7
484.8,383,523,101.8,38.2,0.9,0.7
479.8,361,501,118.8,21.2,0.7,0.7
503.0,405,545,98.0,42.0,1.0,0.7
403.2,343,483,60.2,79.8,0.5,0.7
224.8,68,208,156.8,-16.8,0.2,0.7
272.0,170,310,102.0,38.0,0.9,0.7
405.0,335,475,70.0,70.0,0.6,0.7
225.6,63,203,162.6,-22.6,0.1,0.7
544.2,455,595,89.2,50.8,0.9,0.7
544.2,459,599,85.2,54.8,0.8,0.7
313.2,214,354,99.2,40.8,1.0,0.7
262.4,144,284,118.4,21.6,0.7,0.7
547.0,465,605,82.0,58.0,0.8,0.7
502.2,405,545,97.2,42.8,1.0,0.7
384.2,285,425,99.2,40.8,1.0,0.7
309.8,194,334,115.8,24.2,0.8,0.7
517.0,417,557,100.0,40.0,1.0,0.7
485.0,372,512,113.0,27.0,0.8,0.7
237.2,124,264,113.2,26.8,0.8,0.7
489.0,387,527,102.0,38.0,0.9,0.7
314.0,215,355,99.0,41.0,1.0,0.7
535.2,439,579,96.2,43.8,1.0,0.7
346.2,271,411,75.2,64.8,0.7,0.7
546.4,484,624,62.4,77.6,0.5,0.7
310.6,182,322,128.6,11.4,0.6,0.7
313.0,217,357,96.0,44.0,1.0,0.7
391.2,312,452,79.2,60.8,0.7,0.7
231.8,105,245,126.8,13.2,0.6,0.7
547.0,481,621,66.0,74.0,0.6,0.7
211.0,42,182,169.0,-29.0,0.0,0.7
262.4,143,283,119.4,20.6,0.7,0.7
379.4,280,420,99.4,40.6,1.0,0.7
486.6,382,522,104.6,35.4,0.9,0.7
392.6,316,456,76.6,63.4,0.7,0.7
538.8,446,586,92.8,47.2,0.9,0.7
251.8,138,278,113.8,26.2,0.8,0.7
237.2,120,260,117.2,22.8,0.7,0.7
379.8,281,421,98.8,41.2,1.0,0.7
237.0,111,251,126.0,14.0,0.6,0.7
231.0,90,230,141.0,-1.0,0.4,0.7
212.6,43,183,169.6,-29.6,0.0,0.7
471.4,352,492,119.4,20.6,0.7,0.7
484.8,376,516,108.8,31.2,0.8,0.7
232.2,81,221,151.2,-11.2,0.3,0.7
547.2,478,618,69.2,70.8,0.6,0.7
250.2,142,282,108.2,31.8,0.9,0.7
312.2,221,361,91.2,48.8,0.9,0.7
234.4,87,227,147.4,-7.4,0.3,0.7
480.0,366,506,114.0,26.0,0.8,0.7
480.0,360,500,120.0,20.0,0.7,0.7
231.4,90,230,141.4,-1.4,0.4,0.7
229.4,81,221,148.4,-8.4,0.3,0.7
548.2,498,638,50.2,89.8,0.3,0.7
402.0,342,482,60.0,80.0,0.5,0.7
402.8,329,469,73.8,66.2,0.7,0.7
345.0,271,411,74.0,66.0,0.7,0.7
250.6,132,272,118.6,21.4,0.7,0.7
236.8,123,263,113.8,26.2,0.8,0.7
252.2,135,275,117.2,22.8,0.7,0.7
547.0,491,631,56.0,84.0,0.4,0.7
490.8,391,531,99.8,40.2,1.0,0.7
404.8,330,470,74.8,65.2,0.7,0.7
480.4,361,501,119.4,20.6,0.7,0.7
232.6,86,226,146.6,-6.6,0.3,0.7
213.6,39,179,174.6,-34.6,-0.1,0.7
544.0,480,620,64.0,76.0,0.5,0.7
271.4,163,303,108.4,31.6,0.9,0.7
237.2,113,253,124.2,15.8,0.6,0.7
536.4,446,586,90.4,49.6,0.9,0.7
382.6,288,428,94.6,45.4,1.0,0.7
315.8,221,361,94.8,45.2,1.0,0.7
315.8,219,359,96.8,43.2,1.0,0.7
254.0,142,282,112.0,28.0,0.8,0.7
489.0,387,527,102.0,38.0,0.9,0.7
238.0,116,256,122.0,18.0,0.7,0.7
251.4,138,278,113.4,26.6,0.8,0.7
347.2,274,414,73.2,66.8,0.7,0.7
537.2,448,588,89.2,50.8,0.9,0.7
547.8,491,631,56.8,83.2,0.4,0.7
401.4,334,474,67.4,72.6,0.6,0.7
253.6,140,280,113.6,26.4,0.8,0.7
347.2,268,408,79.2,60.8,0.7,0.7
253.4,140,280,113.4,26.6,0.8,0.7
212.2,48,188,164.2,-24.2,0.1,0.7
479.8,365,505,114.8,25.2,0.8,0.7
312.2,203,343,109.2,30.8,0.8,0.7
267.2,161,301,106.2,33.8,0.9,0.7
272.2,167,307,105.2,34.8,0.9,0.7
307.2,180,320,127.2,12.8,0.6,0.7
547.6,483,623,64.6,75.4,0.5,0.7
485.0,384,524,101.0,39.0,1.0,0.7
270.6,157,297,113.6,26.4,0.8,0.7
312.2,205,345,107.2,32.8,0.9,0.7
547.6,473,613,74.6,65.4,0.7,0.7
493.2,397,537,96.2,43.8,1.0,0.7
488.2,387,527,101.2,38.8,1.0,0.7
264.2,147,287,117.2,22.8,0.7,0.7
346.8,267,407,79.8,60.2,0.7,0.7
382.4,286,426,96.4,43.6,1.0,0.7
473.4,353,493,120.4,19.6,0.7,0.7
546.4,467,607,79.4,60.6,0.7,0.7
232.0,97,237,135.0,5.0,0.5,0.7
544.0,482,622,62.0,78.0,0.5,0.7
230.6,71,211,159.6,-19.6,0.1,0.7
250.0,133,273,117.0,23.0,0.7,0.7
211.8,35,175,176.8,-36.8,-0.1,0.7
209.2,32,172,177.2,-37.2,-0.1,0.7
344.6,256,396,88.6,51.4,0.9,0.7
221.6,55,195,166.6,-26.6,0.0,0.7
275.0,174,314,101.0,39.0,1.0,0.7
535.6,442,582,93.6,46.4,0.9,0.7
308.6,187,327,121.6,18.4,0.7,0.7
536.4,445,585,91.4,48.6,0.9,0.7
311.4,200,340,111.4,28.6,0.8,0.7
537.0,442,582,95.0,45.0,1.0,0.7
547.6,489,629,58.6,81.4,0.5,0.7
520.6,420,560,100.6,39.4,1.0,0.7
250.8,141,281,109.8,30.2,0.8,0.7
547.6,456,596,91.6,48.4,0.9,0.7
277.6,172,312,105.6,34.4,0.9,0.7
232.2,106,246,126.2,13.8,0.6,0.7
545.8,474,614,71.8,68.2,0.6,0.7
313.8,223,363,90.8,49.2,0.9,0.7
392.0,307,447,85.0,55.0,0.8,0.7
547.6,464,604,83.6,56.4,0.8,0.7
478.2,370,510,108.2,31.8,0.9,0.7
312.2,216,356,96.2,43.8,1.0,0.7
482.4,366,506,116.4,23.6,0.7,0.7
547.0,454,594,93.0,47.0,0.9,0.7
394.2,316,456,78.2,61.8,0.7,0.7
313.2,205,345,108.2,31.8,0.9,0.7
317.2,235,375,82.2,57.8,0.8,0.7
251.2,140,280,111.2,28.8,0.8,0.7
252.2,140,280,112.2,27.8,0.8,0.7
397.0,302,442,95.0,45.0,1.0,0.7
345.2,249,389,96.2,43.8,1.0,0.7
460.8,356,496,104.8,35.2,0.9,0.7
209.0,56,196,153.0,-13.0,0.2,0.7
381.0,280,420,101.0,39.0,1.0,0.7
320.2,235,375,85.2,54.8,0.8,0.7
558.2,489,629,69.2,70.8,0.6,0.7
215.2,65,205,150.2,-10.2,0.3,0.7
223.2,105,245,118.2,21.8,0.7,0.7
479.8,371,511,108.8,31.2,0.8,0.7
396.0,321,461,75.0,65.0,0.7,0.7
344.2,252,392,92.2,47.8,0.9,0.7
398.2,303,443,95.2,44.8,1.0,0.7
310.2,196,336,114.2,25.8,0.8,0.7
557.6,488,628,69.6,70.4,0.6,0.7
318.8,228,368,90.8,49.2,0.9,0.7
266.8,165,305,101.8,38.2,0.9,0.7
320.8,234,374,86.8,53.2,0.8,0.7
369.8,278,418,91.8,48.2,0.9,0.7
460.8,356,496,104.8,35.2,0.9,0.7
404.8,344,484,60.8,79.2,0.5,0.7
537.0,433,573,104.0,36.0,0.9,0.7
220.2,78,218,142.2,-2.2,0.4,0.7
314.4,220,360,94.4,45.6,1.0,0.7
343.6,253,393,90.6,49.4,0.9,0.7
243.6,135,275,108.6,31.4,0.9,0.7
342.0,246,386,96.0,44.0,1.0,0.7
222.6,79,219,143.6,-3.6,0.4,0.7
344.0,250,390,94.0,46.0,0.9,0.7
524.0,422,562,102.0,38.0,0.9,0.7
244.0,131,271,113.0,27.0,0.8,0.7
342.2,249,389,93.2,46.8,0.9,0.7
547.8,454,594,93.8,46.2,0.9,0.7
313.0,215,355,98.0,42.0,1.0,0.7
347.2,71,211,276.2,-136.2,-1.5,0.7
217.4,71,211,146.4,-6.4,0.3,0.7
212.6,59,199,153.6,-13.6,0.2,0.7
242.8,134,274,108.8,31.2,0.8,0.7
382.6,279,419,103.6,36.4,0.9,0.7
185.8,25,165,160.8,-20.8,0.1,0.7
191.2,29,169,162.2,-22.2,0.1,0.7
207.2,50,190,157.2,-17.2,0.2,0.7
222.0,95,235,127.0,13.0,0.6,0.7
221.0,84,224,137.0,3.0,0.5,0.7
394.8,299,439,95.8,44.2,1.0,0.7
260.0,143,283,117.0,23.0,0.7,0.7
536.8,438,578,98.8,41.2,1.0,0.7
542.0,450,590,92.0,48.0,0.9,0.7
558.2,483,623,75.2,64.8,0.7,0.7
345.2,241,381,104.2,35.8,0.9,0.7
540.4,447,587,93.4,46.6,0.9,0.7
406.0,329,469,77.0,63.0,0.7,0.7
539.0,442,582,97.0,43.0,1.0,0.7
308.0,202,342,106.0,34.0,0.9,0.7
197.2,43,183,154.2,-14.2,0.2,0.7
540.0,445,585,95.0,45.0,1.0,0.7
556.2,479,619,77.2,62.8,0.7,0.7
221.8,78,218,143.8,-3.8,0.4,0.7
224.0,87,227,137.0,3.0,0.5,0.7
538.0,444,584,94.0,46.0,0.9,0.7
523.2,426,566,97.2,42.8,1.0,0.7
397.2,315,455,82.2,57.8,0.8,0.7
318.2,226,366,92.2,47.8,0.9,0.7
313.2,213,353,100.2,39.8,1.0,0.7
518.8,417,557,101.8,38.2,0.9,0.7
484.4,379,519,105.4,34.6,0.9,0.7
267.2,164,304,103.2,36.8,0.9,0.7
342.8,242,382,100.8,39.2,1.0,0.7
517.8,413,553,104.8,35.2,0.9,0.7
471.0,357,497,114.0,26.0,0.8,0.7
489.0,385,525,104.0,36.0,0.9,0.7
269.0,149,289,120.0,20.0,0.7,0.7
457.6,348,488,109.6,30.4,0.8,0.7
207.2,53,193,154.2,-14.2,0.2,0.7
243.2,126,266,117.2,22.8,0.7,0.7
317.2,225,365,92.2,47.8,0.9,0.7
346.4,270,410,76.4,63.6,0.7,0.7
479.4,365,505,114.4,25.6,0.8,0.7
552.6,465,605,87.6,52.4,0.9,0.7
308.2,177,317,131.2,8.8,0.5,0.7
512.0,411,551,101.0,39.0,1.0,0.7
222.6,95,235,127.6,12.4,0.6,0.7
246.0,132,272,114.0,26.0,0.8,0.7
396.0,309,449,87.0,53.0,0.8,0.7
201.6,45,185,156.6,-16.6,0.2,0.7
509.4,403,543,106.4,33.6,0.9,0.7
391.0,294,434,97.0,43.0,1.0,0.7
524.0,420,560,104.0,36.0,0.9,0.7
229.6,121,261,108.6,31.4,0.9,0.7
232.2,122,262,110.2,29.8,0.8,0.7
537.0,433,573,104.0,36.0,0.9,0.7
477.6,372,512,105.6,34.4,0.9,0.7
207.2,52,192,155.2,-15.2,0.2,0.7
222.6,82,222,140.6,-0.6,0.4,0.7
561.4,502,642,59.4,80.6,0.5,0.7
244.8,129,269,115.8,24.2,0.8,0.7
517.0,414,554,103.0,37.0,0.9,0.7
522.2,422,562,100.2,39.8,1.0,0.7
491.4,399,539,92.4,47.6,0.9,0.7
342.0,243,383,99.0,41.0,1.0,0.7
547.6,455,595,92.6,47.4,0.9,0.7
384.8,281,421,103.8,36.2,0.9,0.7
227.0,107,247,120.0,20.0,0.7,0.7
311.4,209,349,102.4,37.6,0.9,0.7
554.4,482,622,72.4,67.6,0.6,0.7
226.4,109,249,117.4,22.6,0.7,0.7
552.0,471,611,81.0,59.0,0.8,0.7
557.2,479,619,78.2,61.8,0.7,0.7
344.4,242,382,102.4,37.6,0.9,0.7
197.6,43,183,154.6,-14.6,0.2,0.7
561.6,502,642,59.6,80.4,0.5,0.7
535.8,433,573,102.8,37.2,0.9,0.7
347.0,258,398,89.0,51.0,0.9,0.7
396.0,313,453,83.0,57.0,0.8,0.7
479.2,370,510,109.2,30.8,0.8,0.7
398.0,323,463,75.0,65.0,0.7,0.7
310.2,193,333,117.2,22.8,0.7,0.7
246.8,141,281,105.8,34.2,0.9,0.7
342.0,243,383,99.0,41.0,1.0,0.7
212.6,60,200,152.6,-12.6,0.2,0.7
242.8,136,276,106.8,33.2,0.9,0.7
522.0,422,562,100.0,40.0,1.0,0.7
323.0,237,377,86.0,54.0,0.8,0.7
465.0,356,496,109.0,31.0,0.8,0.7
488.2,395,535,93.2,46.8,0.9,0.7
225.2,106,246,119.2,20.8,0.7,0.7
512.4,407,547,105.4,34.6,0.9,0.7
242.2,132,272,110.2,29.8,0.8,0.7
408.0,327,467,81.0,59.0,0.8,0.7
213.6,62,202,151.6,-11.6,0.3,0.7
458.8,351,491,107.8,32.2,0.9,0.7
484.0,376,516,108.0,32.0,0.9,0.7
537.2,435,575,102.2,37.8,0.9,0.7
537.2,436,576,101.2,38.8,1.0,0.7
488.4,390,530,98.4,41.6,1.0,0.7
524.0,428,568,96.0,44.0,1.0,0.7
558.2,488,628,70.2,69.8,0.6,0.7
344.2,249,389,95.2,44.8,1.0,0.7
266.4,164,304,102.4,37.6,0.9,0.7
487.6,391,531,96.6,43.4,1.0,0.7
555.8,482,622,73.8,66.2,0.7,0.7
343.0,253,393,90.0,50.0,0.9,0.7
458.6,355,495,103.6,36.4,0.9,0.7
541.8,447,587,94.8,45.2,1.0,0.7
197.8,36,176,161.8,-21.8,0.1,0.7
347.4,257,397,90.4,49.6,0.9,0.7
194.4,31,171,163.4,-23.4,0.1,0.7
246.2,135,275,111.2,28.8,0.8,0.7
222.2,98,238,124.2,15.8,0.6,0.7
347.2,273,413,74.2,65.8,0.7,0.7
522.2,424,564,98.2,41.8,1.0,0.7
348.2,269,409,79.2,60.8,0.7,0.7
388.8,291,431,97.8,42.2,1.0,0.7
554.0,466,606,88.0,52.0,0.9,0.7
314.2,217,357,97.2,42.8,1.0,0.7
223.4,98,238,125.4,14.6,0.6,0.7
246.0,137,277,109.0,31.0,0.8,0.7
307.2,180,320,127.2,12.8,0.6,0.7
313.0,209,349,104.0,36.0,0.9,0.7
513.2,409,549,104.2,35.8,0.9,0.7
541.2,441,581,100.2,39.8,1.0,0.7
563.2,504,644,59.2,80.8,0.5,0.7
309.2,184,324,125.2,14.8,0.6,0.7
535.8,435,575,100.8,39.2,1.0,0.7
226.4,109,249,117.4,22.6,0.7,0.7
256.8,145,285,111.8,28.2,0.8,0.7
222.2,72,212,150.2,-10.2,0.3,0.7
349.4,268,408,81.4,58.6,0.8,0.7
308.4,191,331,117.4,22.6,0.7,0.7
386.0,287,427,99.0,41.0,1.0,0.7
256.2,144,284,112.2,27.8,0.8,0.7
207.2,52,192,155.2,-15.2,0.2,0.7
537.6,440,580,97.6,42.4,1.0,0.7
399.6,313,453,86.6,53.4,0.8,0.7
385.2,287,427,98.2,41.8,1.0,0.7
555.4,470,610,85.4,54.6,0.8,0.7
219.6,86,226,133.6,6.4,0.5,0.7
488.2,394,534,94.2,45.8,0.9,0.7
309.2,185,325,124.2,15.8,0.6,0.7
408.0,335,475,73.0,67.0,0.7,0.7
245.0,137,277,108.0,32.0,0.9,0.7
552.6,471,611,81.6,58.4,0.8,0.7
488.8,378,518,110.8,29.2,0.8,0.7
552.6,472,612,80.6,59.4,0.8,0.7
488.6,429,569,59.6,80.4,0.5,0.7
535.8,429,569,106.8,33.2,0.9,0.7
197.2,38,178,159.2,-19.2,0.2,0.7
349.0,271,411,78.0,62.0,0.7,0.7
534.0,432,572,102.0,38.0,0.9,0.7
348.0,263,403,85.0,55.0,0.8,0.7
548.2,459,599,89.2,50.8,0.9,0.7
347.4,253,393,94.4,45.6,0.9,0.7
347.4,274,414,73.4,66.6,0.7,0.7
396.4,321,461,75.4,64.6,0.7,0.7
318.4,226,366,92.4,47.6,0.9,0.7
488.6,381,521,107.6,32.4,0.9,0.7
553.2,478,618,75.2,64.8,0.7,0.7
470.4,361,501,109.4,30.6,0.8,0.7
347.2,266,406,81.2,58.8,0.8,0.7
225.2,102,242,123.2,16.8,0.7,0.7
246.4,141,281,105.4,34.6,0.9,0.7
479.0,367,507,112.0,28.0,0.8,0.7
242.2,127,267,115.2,24.8,0.8,0.7
507.4,404,544,103.4,36.6,0.9,0.7
541.6,442,582,99.6,40.4,1.0,0.7
255.6,144,284,111.6,28.4,0.8,0.7
307.2,180,320,127.2,12.8,0.6,0.7
471.4,360,500,111.4,28.6,0.8,0.7
222.2,96,236,126.2,13.8,0.6,0.7
552.6,471,611,81.6,58.4,0.8,0.7
458.8,354,494,104.8,35.2,0.9,0.7
184.4,28,168,156.4,-16.4,0.2,0.7
387.6,291,431,96.6,43.4,1.0,0.7
226.6,104,244,122.6,17.4,0.7,0.7
397.0,313,453,84.0,56.0,0.8,0.7
312.0,213,353,99.0,41.0,1.0,0.7
317.2,231,371,86.2,53.8,0.8,0.7
395.4,306,446,89.4,50.6,0.9,0.7
395.4,307,447,88.4,51.6,0.9,0.7
304.6,176,316,128.6,11.4,0.6,0.7
464.0,356,496,108.0,32.0,0.9,0.7
484.0,380,520,104.0,36.0,0.9,0.7
459.6,350,490,109.6,30.4,0.8,0.7
207.2,50,190,157.2,-17.2,0.2,0.7
267.2,150,290,117.2,22.8,0.7,0.7
459.0,347,487,112.0,28.0,0.8,0.7
222.2,87,227,135.2,4.8,0.5,0.7
385.2,285,425,100.2,39.8,1.0,0.7
306.2,194,334,112.2,27.8,0.8,0.7
517.2,379,519,138.2,1.8,0.4,0.7
487.4,379,519,108.4,31.6,0.9,0.7
547.6,459,599,88.6,51.4,0.9,0.7
461.8,351,491,110.8,29.2,0.8,0.7
307.2,199,339,108.2,31.8,0.9,0.7
222.2,93,233,129.2,10.8,0.6,0.7
405.6,339,479,66.6,73.4,0.6,0.7
318.6,229,369,89.6,50.4,0.9,0.7
266.8,157,297,109.8,30.2,0.8,0.7
232.2,124,264,108.2,31.8,0.9,0.7
517.0,416,556,101.0,39.0,1.0,0.7
319.2,233,373,86.2,53.8,0.8,0.7
557.2,481,621,76.2,63.8,0.7,0.7
318.2,226,366,92.2,47.8,0.9,0.7
393.8,368,508,25.8,114.2,-0.0,0.7
477.0,368,508,109.0,31.0,0.8,0.7
267.2,159,299,108.2,31.8,0.9,0.7
317.2,223,363,94.2,45.8,0.9,0.7
487.4,391,531,96.4,43.6,1.0,0.7
548.4,455,595,93.4,46.6,0.9,0.7
489.0,391,531,98.0,42.0,1.0,0.7
316.2,229,369,87.2,52.8,0.8,0.7
548.2,462,602,86.2,53.8,0.8,0.7
260.4,146,286,114.4,25.6,0.8,0.7
222.2,86,226,136.2,3.8,0.5,0.7
552.8,471,611,81.8,58.2,0.8,0.7
558.0,481,621,77.0,63.0,0.7,0.7
385.0,279,419,106.0,34.0,0.9,0.7
322.2,234,374,88.2,51.8,0.9,0.7
344.2,251,391,93.2,46.8,0.9,0.7
560.4,489,629,71.4,68.6,0.6,0.7
246.0,137,277,109.0,31.0,0.8,0.7
242.2,131,271,111.2,28.8,0.8,0.7
307.6,198,338,109.6,30.4,0.8,0.7
347.2,256,396,91.2,48.8,0.9,0.7
484.2,385,525,99.2,40.8,1.0,0.7
489.4,387,527,102.4,37.6,0.9,0.7
245.0,140,280,105.0,35.0,0.9,0.7
396.2,313,453,83.2,56.8,0.8,0.7
221.4,75,215,146.4,-6.4,0.3,0.7
208.4,53,193,155.4,-15.4,0.2,0.7
227.6,111,251,116.6,23.4,0.7,0.7
311.8,206,346,105.8,34.2,0.9,0.7
488.2,388,528,100.2,39.8,1.0,0.7
349.4,266,406,83.4,56.6,0.8,0.7
544.6,451,591,93.6,46.4,0.9,0.7
549.8,455,595,94.8,45.2,1.0,0.7
310.4,209,349,101.4,38.6,1.0,0.7
404.4,334,474,70.4,69.6,0.6,0.7
394.6,300,440,94.6,45.4,1.0,0.7
310.8,204,344,106.8,33.2,0.9,0.7
