Click_Y,Y_Top,Y_Bottom,Dist_Y_Top,Dist_Y_Bottom
372.99999999999886,293,433,0.5714285714285633,0.4285714285714367
372.99999999999886,290,430,0.5928571428571348,0.40714285714286524
198.99999999999886,114,254,0.607142857142849,0.39285714285715095
269.59999999999883,181,321,0.6328571428571345,0.3671428571428655
170.79999999999882,76,216,0.6771428571428487,0.3228571428571513
424.9999999999988,338,478,0.6214285714285629,0.3785714285714371
446.9999999999988,362,502,0.6071428571428487,0.3928571428571514
194.1999999999988,108,248,0.6157142857142771,0.3842857142857229
301.3999999999988,215,355,0.6171428571428484,0.38285714285715156
270.5999999999988,177,317,0.6685714285714198,0.3314285714285802
194.79999999999873,101,241,0.6699999999999909,0.33000000000000906
318.99999999999875,234,374,0.6071428571428482,0.3928571428571518
412.99999999999875,327,467,0.6142857142857053,0.38571428571429467
496.19999999999874,409,549,0.6228571428571339,0.37714285714286616
283.19999999999874,195,335,0.629999999999991,0.370000000000009
374.19999999999874,292,432,0.5871428571428481,0.41285714285715186
234.19999999999874,147,287,0.6228571428571339,0.37714285714286616
288.19999999999874,202,342,0.6157142857142767,0.3842857142857233
283.19999999999874,198,338,0.6085714285714195,0.39142857142858045
407.3999999999987,319,459,0.6314285714285623,0.36857142857143765
447.9999999999987,363,503,0.6071428571428478,0.3928571428571522
225.19999999999868,144,284,0.5799999999999906,0.4200000000000094
187.39999999999867,99,239,0.6314285714285619,0.3685714285714381
294.59999999999866,206,346,0.6328571428571332,0.3671428571428667
156.59999999999866,70,210,0.618571428571419,0.381428571428581
192.19999999999865,105,245,0.6228571428571332,0.37714285714286677
122.79999999999865,47,187,0.5414285714285617,0.45857142857143823
447.79999999999865,360,500,0.6271428571428475,0.37285714285715255
191.79999999999865,108,248,0.5985714285714189,0.40142857142858107
516.7999999999986,431,571,0.6128571428571328,0.3871428571428672
142.39999999999856,52,192,0.6457142857142754,0.3542857142857246
252.99999999999852,171,311,0.5857142857142752,0.41428571428572486
190.1999999999985,98,238,0.6585714285714179,0.3414285714285821
390.3999999999985,305,445,0.6099999999999893,0.3900000000000107
191.5999999999985,106,246,0.6114285714285607,0.3885714285714394
352.19999999999845,272,412,0.5728571428571319,0.4271428571428682
503.39999999999844,413,553,0.6457142857142746,0.3542857142857254
236.39999999999844,148,288,0.6314285714285603,0.3685714285714397
270.59999999999843,179,319,0.654285714285703,0.3457142857142969
333.7999999999984,248,388,0.6128571428571316,0.38714285714286845
419.7999999999984,332,472,0.6271428571428459,0.37285714285715416
513.7999999999984,427,567,0.6199999999999883,0.3800000000000117
336.99999999999835,249,389,0.6285714285714168,0.3714285714285832
208.99999999999835,121,261,0.6285714285714168,0.3714285714285832
154.99999999999835,72,212,0.5928571428571311,0.4071428571428689
154.99999999999835,64,204,0.6499999999999883,0.3500000000000118
197.19999999999834,113,253,0.6014285714285595,0.3985714285714404
469.39999999999833,384,524,0.6099999999999881,0.39000000000001195
450.5999999999983,363,503,0.6257142857142737,0.3742857142857263
353.7999999999983,267,407,0.6199999999999879,0.3800000000000121
504.9999999999983,417,557,0.6285714285714163,0.3714285714285836
476.1999999999983,395,535,0.5799999999999877,0.42000000000001225
486.79999999999825,398,538,0.6342857142857018,0.3657142857142982
206.99999999999824,122,262,0.6071428571428445,0.39285714285715545
234.99999999999824,150,290,0.6071428571428445,0.39285714285715545
188.19999999999823,96,236,0.6585714285714159,0.34142857142858407
426.1999999999982,342,482,0.6014285714285588,0.39857142857144123
237.19999999999823,149,289,0.6299999999999873,0.37000000000001265
352.7999999999982,269,409,0.5985714285714157,0.40142857142858435
196.7999999999982,113,253,0.5985714285714157,0.40142857142858435
468.9999999999982,383,523,0.6142857142857013,0.3857142857142987
398.9999999999982,310,450,0.6357142857142727,0.36428571428572726
148.19999999999817,55,195,0.6657142857142726,0.33428571428572734
492.19999999999817,408,548,0.6014285714285583,0.3985714285714416
197.79999999999814,111,251,0.6199999999999867,0.3800000000000133
268.3999999999981,178,318,0.6457142857142721,0.35428571428572786
268.3999999999981,187,327,0.5814285714285579,0.41857142857144214
302.5999999999981,218,358,0.6042857142857007,0.39571428571429934
234.5999999999981,157,297,0.5542857142857006,0.44571428571429933
295.5999999999981,205,345,0.6471428571428435,0.3528571428571565
397.7999999999981,317,457,0.5771428571428434,0.4228571428571566
356.7999999999981,276,416,0.5771428571428434,0.4228571428571566
397.39999999999804,314,454,0.5957142857142718,0.40428571428572824
237.39999999999804,150,290,0.6242857142857003,0.37571428571429966
227.59999999999803,141,281,0.6185714285714146,0.3814285714285855
217.79999999999802,127,267,0.6485714285714145,0.3514285714285856
114.79999999999802,32,172,0.5914285714285573,0.4085714285714427
489.799999999998,405,545,0.6057142857142715,0.3942857142857284
155.79999999999802,66,206,0.6414285714285572,0.3585714285714427
171.999999999998,91,231,0.5785714285714144,0.42142857142858564
188.199999999998,94,234,0.6728571428571286,0.32714285714287145
307.399999999998,168,308,0.9957142857142713,0.004285714285728659
242.59999999999798,168,308,0.5328571428571284,0.46714285714287157
270.599999999998,180,320,0.6471428571428427,0.3528571428571573
156.19999999999794,71,211,0.6085714285714139,0.3914285714285861
280.39999999999793,199,339,0.5814285714285566,0.41857142857144336
334.39999999999793,245,385,0.6385714285714138,0.3614285714285862
194.9999999999979,107,247,0.6285714285714136,0.37142857142858643
336.9999999999979,247,387,0.6428571428571278,0.35714285714287214
116.9999999999979,251,391,-0.9571428571428722,1.9571428571428722
338.19999999999794,251,391,0.6228571428571281,0.3771428571428718
457.39999999999793,374,514,0.595714285714271,0.40428571428572907
295.39999999999793,206,346,0.6385714285714138,0.3614285714285862
405.9999999999979,318,458,0.6285714285714136,0.37142857142858643
168.9999999999979,87,227,0.5857142857142706,0.4142857142857293
429.59999999999786,343,483,0.6185714285714133,0.3814285714285867
424.59999999999786,339,479,0.6114285714285561,0.38857142857144383
280.19999999999783,198,338,0.5871428571428416,0.41285714285715835
501.3999999999978,414,554,0.6242857142856987,0.3757142857143013
341.5999999999978,256,396,0.6114285714285558,0.3885714285714442
352.1999999999978,268,408,0.6014285714285555,0.3985714285714445
489.1999999999978,403,543,0.6157142857142698,0.3842857142857302
398.39999999999776,317,457,0.5814285714285554,0.4185714285714446
420.39999999999776,331,471,0.6385714285714126,0.3614285714285874
322.59999999999775,236,376,0.6185714285714125,0.3814285714285875
512.5999999999977,130,270,2.7328571428571267,1.7328571428571269
217.79999999999774,130,270,0.627142857142841,0.37285714285715904
172.99999999999773,90,230,0.5928571428571267,0.4071428571428734
213.59999999999772,126,266,0.6257142857142695,0.37428571428573054
114.59999999999772,27,167,0.6257142857142695,0.37428571428573054
439.59999999999775,356,496,0.5971428571428411,0.40285714285715896
281.59999999999775,198,338,0.5971428571428411,0.40285714285715896
466.59999999999775,381,521,0.6114285714285553,0.38857142857144467
358.59999999999775,277,417,0.5828571428571268,0.41714285714287325
233.59999999999775,148,288,0.6114285714285553,0.38857142857144467
309.1999999999977,223,363,0.6157142857142693,0.3842857142857306
157.3999999999977,72,212,0.6099999999999836,0.3900000000000164
465.3999999999977,379,519,0.6171428571428408,0.38285714285715927
155.5999999999977,72,212,0.5971428571428407,0.40285714285715934
387.5999999999977,306,446,0.5828571428571264,0.41714285714287364
233.19999999999766,159,299,0.5299999999999833,0.47000000000001674
393.7999999999976,309,449,0.6057142857142688,0.3942857142857313
119.39999999999759,36,176,0.5957142857142685,0.4042857142857315
147.3999999999976,328,468,-1.2900000000000171,2.2900000000000174
412.99999999999756,328,468,0.6071428571428397,0.39285714285716034
423.5999999999975,333,473,0.6471428571428395,0.3528571428571606
302.5999999999975,218,358,0.6042857142856966,0.3957142857143034
307.7999999999975,222,362,0.6128571428571251,0.38714285714287494
329.7999999999975,243,383,0.6199999999999822,0.38000000000001777
514.7999999999975,274,414,1.7199999999999818,0.7199999999999818
354.99999999999744,274,414,0.5785714285714103,0.4214285714285897
491.99999999999744,405,545,0.6214285714285531,0.3785714285714468
502.5999999999974,417,557,0.6114285714285529,0.3885714285714471
225.7999999999974,144,284,0.5842857142856956,0.4157142857143043
236.3999999999974,158,298,0.5599999999999814,0.44000000000001865
319.59999999999735,234,374,0.6114285714285526,0.3885714285714475
499.59999999999735,413,553,0.6185714285714097,0.3814285714285903
171.79999999999734,87,227,0.6057142857142667,0.3942857142857333
491.79999999999734,404,544,0.6271428571428381,0.37285714285716187
192.79999999999734,104,244,0.6342857142856952,0.3657142857143047
357.9999999999973,279,419,0.5642857142856952,0.4357142857143048
288.5999999999973,202,342,0.6185714285714092,0.38142857142859077
173.5999999999973,77,217,0.6899999999999806,0.3100000000000193
234.5999999999973,156,296,0.5614285714285521,0.4385714285714479
170.1999999999973,86,226,0.6014285714285521,0.39857142857144795
483.19999999999726,396,536,0.6228571428571232,0.3771428571428767
233.79999999999723,145,285,0.6342857142856945,0.36571428571430553
233.79999999999723,159,299,0.5342857142856945,0.4657142857143055
218.99999999999721,136,276,0.592857142857123,0.407142857142877
496.1999999999972,410,550,0.6157142857142658,0.38428571428573427
149.3999999999972,55,195,0.6742857142856943,0.3257142857143058
217.59999999999718,131,271,0.6185714285714085,0.38142857142859155
412.79999999999717,327,467,0.6128571428571227,0.3871428571428774
173.39999999999714,89,229,0.6028571428571224,0.3971428571428776
207.59999999999712,124,264,0.5971428571428365,0.4028571428571634
169.7999999999971,81,221,0.6342857142856937,0.36571428571430636
120.39999999999712,37,177,0.5957142857142651,0.40428571428573484
280.9999999999971,200,340,0.5785714285714079,0.42142857142859214
201.9999999999971,117,257,0.6071428571428364,0.39285714285716355
334.9999999999971,249,389,0.6142857142856936,0.38571428571430644
340.1999999999971,255,395,0.6085714285714078,0.3914285714285922
223.39999999999708,144,284,0.5671428571428363,0.4328571428571637
233.99999999999707,155,295,0.5642857142856934,0.43571428571430665
233.99999999999707,158,298,0.5428571428571219,0.45714285714287806
233.99999999999707,145,285,0.6357142857142648,0.3642857142857352
149.99999999999707,62,202,0.6285714285714077,0.3714285714285923
415.59999999999707,328,468,0.6257142857142648,0.37428571428573526
241.79999999999706,165,305,0.5485714285714075,0.45142857142859244
421.79999999999706,335,475,0.619999999999979,0.38000000000002104
455.99999999999704,373,513,0.5928571428571218,0.40714285714287823
234.19999999999703,156,296,0.5585714285714074,0.4414285714285926
234.19999999999703,148,288,0.6157142857142646,0.3842857142857355
187.39999999999702,100,240,0.624285714285693,0.375714285714307
320.399999999997,229,369,0.6528571428571216,0.3471428571428784
320.599999999997,234,374,0.6185714285714072,0.38142857142859277
226.19999999999698,141,281,0.608571428571407,0.39142857142859305
120.39999999999696,41,181,0.5671428571428354,0.43285714285716453
235.99999999999696,155,295,0.5785714285714069,0.42142857142859314
283.1999999999969,199,339,0.6014285714285494,0.39857142857145056
425.1999999999969,338,478,0.6228571428571209,0.37714285714287915
486.1999999999969,401,541,0.6085714285714066,0.39142857142859344
295.3999999999969,204,344,0.6528571428571208,0.34714285714287924
244.3999999999969,167,307,0.5528571428571207,0.4471428571428792
399.9999999999969,316,456,0.5999999999999777,0.40000000000002234
416.19999999999686,327,467,0.6371428571428347,0.36285714285716525
270.19999999999686,184,324,0.6157142857142633,0.3842857142857367
450.19999999999686,367,507,0.5942857142856919,0.4057142857143081
118.19999999999686,29,169,0.6371428571428347,0.36285714285716525
172.19999999999686,78,218,0.6728571428571204,0.32714285714287955
233.19999999999686,153,293,0.5728571428571204,0.42714285714287953
418.19999999999686,330,470,0.6299999999999776,0.3700000000000224
324.39999999999685,239,379,0.6099999999999776,0.3900000000000225
319.39999999999685,234,374,0.6099999999999776,0.3900000000000225
410.39999999999685,323,463,0.6242857142856918,0.3757142857143082
325.59999999999684,239,379,0.618571428571406,0.381428571428594
424.59999999999684,336,476,0.6328571428571202,0.3671428571428797
446.59999999999684,362,502,0.6042857142856917,0.3957142857143083
307.59999999999684,221,361,0.618571428571406,0.381428571428594
215.79999999999683,137,277,0.5628571428571202,0.4371428571428798
322.9999999999968,238,378,0.6071428571428344,0.3928571428571656
433.5999999999968,345,485,0.6328571428571199,0.36714285714288014
118.59999999999678,47,187,0.5114285714285485,0.4885714285714515
209.59999999999678,123,263,0.6185714285714056,0.38142857142859443
425.79999999999677,336,476,0.6414285714285484,0.35857142857145163
201.39999999999674,117,257,0.6028571428571196,0.39714285714288045
411.9999999999967,327,467,0.6071428571428336,0.3928571428571664
482.59999999999667,397,537,0.6114285714285477,0.3885714285714524
337.79999999999666,254,394,0.5985714285714047,0.4014285714285953
253.99999999999665,172,312,0.5857142857142618,0.41428571428573824
235.19999999999663,149,289,0.6157142857142617,0.3842857142857383
282.3999999999966,201,341,0.5814285714285473,0.4185714285714527
157.99999999999662,70,210,0.6285714285714045,0.3714285714285956
465.9999999999966,377,517,0.6357142857142614,0.36428571428573864
191.59999999999656,102,242,0.6399999999999754,0.3600000000000246
434.59999999999656,352,492,0.5899999999999754,0.4100000000000246
450.79999999999654,368,508,0.5914285714285468,0.40857142857145323
172.99999999999653,90,230,0.5928571428571181,0.4071428571428819
118.59999999999653,44,184,0.532857142857118,0.46714285714288195
269.7999999999965,177,317,0.6628571428571177,0.3371428571428822
280.39999999999645,199,339,0.5814285714285461,0.4185714285714539
117.59999999999644,31,171,0.6185714285714031,0.3814285714285968
504.5999999999965,419,559,0.6114285714285465,0.3885714285714536
350.19999999999646,268,408,0.5871428571428319,0.4128571428571681
492.19999999999646,407,547,0.6085714285714033,0.39142857142859666
352.19999999999646,263,403,0.6371428571428319,0.36285714285716814
300.39999999999645,208,348,0.6599999999999747,0.34000000000002534
334.59999999999644,246,386,0.6328571428571175,0.3671428571428826
193.59999999999644,102,242,0.6542857142856888,0.3457142857143111
300.79999999999643,213,353,0.6271428571428317,0.37285714285716837
171.3999999999964,79,219,0.6599999999999743,0.3400000000000257
479.3999999999964,392,532,0.6242857142856886,0.3757142857143115
172.59999999999638,80,220,0.6614285714285456,0.3385714285714544
172.59999999999638,76,216,0.6899999999999742,0.3100000000000258
352.5999999999964,264,404,0.632857142857117,0.367142857142883
278.5999999999964,188,328,0.6471428571428314,0.3528571428571687
113.59999999999638,27,167,0.6185714285714028,0.38142857142859726
113.59999999999638,26,166,0.6257142857142599,0.3742857142857401
255.5999999999964,171,311,0.6042857142856887,0.39571428571431133
235.5999999999964,155,295,0.5757142857142601,0.4242857142857399
122.59999999999641,42,182,0.5757142857142601,0.4242857142857399
383.0,303,443,0.5714285714285714,0.42857142857142855
430.2,346,486,0.6014285714285713,0.39857142857142863
491.2,410,550,0.58,0.4200000000000001
496.4,419,559,0.5528571428571427,0.4471428571428573
126.99999999999994,29,169,0.6999999999999996,0.30000000000000043
446.99999999999994,368,508,0.5642857142857138,0.4357142857142861
240.2,148,288,0.6585714285714285,0.3414285714285715
391.4,318,458,0.5242857142857141,0.47571428571428587
449.8,367,507,0.5914285714285715,0.4085714285714285
444.8,362,502,0.5914285714285715,0.4085714285714285
128.8,275,415,-1.0442857142857143,2.044285714285714
365.8,286,426,0.5700000000000001,0.42999999999999994
514.0,106,246,2.914285714285714,1.9142857142857144
194.2,106,246,0.6299999999999999,0.3700000000000001
228.39999999999998,144,284,0.6028571428571426,0.3971428571428573
122.59999999999997,32,172,0.6471428571428569,0.3528571428571431
150.59999999999997,57,197,0.6685714285714284,0.3314285714285717
404.79999999999995,320,460,0.6057142857142854,0.39428571428571463
190.79999999999995,95,235,0.6842857142857139,0.31571428571428606
171.99999999999994,82,222,0.6428571428571425,0.35714285714285754
282.5999999999999,200,340,0.5899999999999993,0.41000000000000064
503.7999999999999,425,565,0.5628571428571422,0.4371428571428579
121.7999999999999,37,177,0.605714285714285,0.394285714285715
387.39999999999986,302,442,0.609999999999999,0.39000000000000096
150.59999999999985,56,196,0.6757142857142847,0.32428571428571534
470.59999999999985,376,516,0.6757142857142847,0.32428571428571534
153.59999999999985,63,203,0.6471428571428561,0.3528571428571439
333.59999999999985,247,387,0.6185714285714276,0.3814285714285725
503.79999999999984,416,556,0.627142857142856,0.372857142857144
425.79999999999984,337,477,0.6342857142857131,0.3657142857142868
346.79999999999984,260,400,0.6199999999999989,0.3800000000000011
172.3999999999998,76,216,0.6885714285714272,0.31142857142857283
347.3999999999998,259,399,0.63142857142857,0.36857142857142994
352.5999999999998,271,411,0.5828571428571414,0.4171428571428586
303.19999999999976,218,358,0.6085714285714269,0.3914285714285731
468.39999999999975,377,517,0.652857142857141,0.3471428571428589
233.59999999999974,147,287,0.6185714285714267,0.3814285714285733
384.7999999999997,302,442,0.5914285714285695,0.40857142857143053
205.79999999999973,120,260,0.6128571428571409,0.38714285714285906
513.7999999999997,431,571,0.5914285714285695,0.40857142857143053
351.9999999999997,271,411,0.5785714285714265,0.4214285714285735
282.9999999999997,197,337,0.6142857142857122,0.38571428571428773
467.9999999999997,382,522,0.6142857142857122,0.38571428571428773
248.59999999999968,170,310,0.5614285714285692,0.43857142857143083
390.5999999999997,305,445,0.6114285714285691,0.38857142857143084
497.79999999999967,410,550,0.6271428571428548,0.3728571428571452
325.99999999999966,239,379,0.621428571428569,0.378571428571431
472.19999999999965,383,523,0.6371428571428547,0.3628571428571454
393.39999999999964,303,443,0.6457142857142831,0.35428571428571687
228.9999999999996,142,282,0.6214285714285686,0.3785714285714314
187.9999999999996,95,235,0.6642857142857115,0.3357142857142886
502.99999999999955,423,563,0.5714285714285682,0.4285714285714318
123.59999999999951,46,186,0.5542857142857108,0.4457142857142892
118.59999999999951,34,174,0.6042857142857108,0.3957142857142892
237.7999999999995,156,296,0.5842857142857107,0.4157142857142893
198.9999999999995,116,256,0.5928571428571392,0.4071428571428608
274.59999999999945,184,324,0.6471428571428532,0.35285714285714675
285.1999999999994,200,340,0.6085714285714244,0.39142857142857557
409.3999999999994,324,464,0.6099999999999958,0.39000000000000423
188.3999999999994,96,236,0.6599999999999958,0.34000000000000424
388.5999999999994,300,440,0.6328571428571386,0.36714285714286143
222.7999999999994,135,275,0.6271428571428528,0.3728571428571472
422.9999999999994,334,474,0.6357142857142812,0.36428571428571876
158.59999999999934,74,214,0.6042857142857095,0.3957142857142904
323.79999999999933,237,377,0.6199999999999952,0.3800000000000048
370.9999999999993,277,417,0.6714285714285666,0.32857142857143345
256.1999999999993,173,313,0.5942857142857093,0.4057142857142907
347.1999999999993,257,397,0.6442857142857094,0.35571428571429065
493.3999999999993,405,545,0.6314285714285663,0.3685714285714336
398.3999999999993,308,448,0.6457142857142807,0.3542857142857193
121.3999999999993,48,188,0.5242857142857092,0.47571428571429075
220.3999999999993,135,275,0.609999999999995,0.390000000000005
145.3999999999993,53,193,0.6599999999999949,0.340000000000005
405.99999999999926,321,461,0.6071428571428519,0.3928571428571481
213.19999999999925,127,267,0.6157142857142803,0.38428571428571967
312.19999999999925,224,364,0.6299999999999947,0.3700000000000054
450.40000000000003,365,505,0.6100000000000002,0.38999999999999974
436.0,354,494,0.5857142857142857,0.4142857142857143
124.0,50,190,0.5285714285714286,0.4714285714285714
345.2,256,396,0.637142857142857,0.36285714285714293
326.4,236,376,0.6457142857142856,0.3542857142857144
501.4,413,553,0.6314285714285712,0.3685714285714287
151.99999999999994,57,197,0.6785714285714282,0.32142857142857184
279.99999999999994,193,333,0.621428571428571,0.378571428571429
454.99999999999994,366,506,0.6357142857142853,0.3642857142857147
495.5999999999999,411,551,0.6042857142857136,0.39571428571428635
429.5999999999999,341,481,0.6328571428571422,0.36714285714285777
198.7999999999999,109,249,0.6414285714285707,0.3585714285714293
501.7999999999999,425,565,0.5485714285714278,0.4514285714285722
302.39999999999986,213,353,0.6385714285714276,0.3614285714285724
256.39999999999986,173,313,0.5957142857142848,0.40428571428571525
446.59999999999985,361,501,0.6114285714285703,0.3885714285714296
502.59999999999985,424,564,0.5614285714285704,0.4385714285714296
189.59999999999985,97,237,0.6614285714285704,0.33857142857142963
468.59999999999985,381,521,0.6257142857142847,0.37428571428571533
188.59999999999985,100,240,0.6328571428571418,0.3671428571428582
383.79999999999984,298,438,0.6128571428571418,0.3871428571428583
188.99999999999983,100,240,0.6357142857142845,0.3642857142857155
438.1999999999998,349,489,0.6371428571428558,0.36285714285714415
322.1999999999998,231,371,0.6514285714285701,0.34857142857142986
468.3999999999998,381,521,0.6242857142857129,0.3757142857142871
383.5999999999998,292,432,0.6542857142857128,0.3457142857142872
373.7999999999998,274,414,0.7128571428571413,0.2871428571428587
497.9999999999998,411,551,0.6214285714285698,0.37857142857143017
