Click_Y,Y_Top,Y_Bottom,Dist_Y_Top,Dist_Y_Bottom,Accuracy,Gap
339.8,261.0,401.0,78.8,61.2,0.4666,0.7
540.0,459.0,599.0,81.0,59.0,0.5278,0.7
343.0,274.0,414.0,69.0,71.0,0.1944,0.7
248.6,136.0,276.0,112.6,27.4,0.5944,0.7
232.2,38.0,178.0,194.2,-54.2,-1.6722,0.7
484.8,370.0,510.0,114.8,25.2,0.5334,0.7
236.8,71.0,211.0,165.8,-25.8,-0.8834,0.7
399.8,330.0,470.0,69.8,70.2,0.2166,0.7
515.4,413.0,553.0,102.4,37.6,0.8778,0.7
232.6,71.0,211.0,161.6,-21.6,-0.7666,0.7
487.8,397.0,537.0,90.8,49.2,0.8,0.7
248.4,141.0,281.0,107.4,32.6,0.7388,0.7
484.0,375.0,515.0,109.0,31.0,0.6944,0.7
389.2,301.0,441.0,88.2,51.8,0.7278,0.7
235.2,73.0,213.0,162.2,-22.2,-0.7834,0.7
307.8,202.0,342.0,105.8,34.2,0.7834,0.7
542.2,497.0,637.0,45.2,94.8,-0.4666,0.7
237.0,92.0,232.0,145.0,-5.0,-0.3056,0.7
267.2,158.0,298.0,109.2,30.8,0.6888,0.7
403.0,332.0,472.0,71.0,69.0,0.25,0.7
231.0,85.0,225.0,146.0,-6.0,-0.3334,0.7
534.2,428.0,568.0,106.2,33.8,0.7722,0.7
542.2,495.0,635.0,47.2,92.8,-0.4112,0.7
482.4,356.0,496.0,126.4,13.6,0.2112,0.7
311.0,204.0,344.0,107.0,33.0,0.75,0.7
403.0,327.0,467.0,76.0,64.0,0.3888,0.7
393.2,323.0,463.0,70.2,69.8,0.2278,0.7
258.8,143.0,283.0,115.8,24.2,0.5056,0.7
392.4,320.0,460.0,72.4,67.6,0.2888,0.7
483.4,382.0,522.0,101.4,38.6,0.9056,0.7
310.6,202.0,342.0,108.6,31.4,0.7056,0.7
542.2,471.0,611.0,71.2,68.8,0.2556,0.7
390.4,312.0,452.0,78.4,61.6,0.4556,0.7
237.4,113.0,253.0,124.4,15.6,0.2666,0.7
388.8,319.0,459.0,69.8,70.2,0.2166,0.7
250.8,142.0,282.0,108.8,31.2,0.7,0.7
389.2,304.0,444.0,85.2,54.8,0.6444,0.7
265.4,161.0,301.0,104.4,35.6,0.8222,0.7
389.6,295.0,435.0,94.6,45.4,0.9056,0.7
488.6,397.0,537.0,91.6,48.4,0.8222,0.7
341.6,259.0,399.0,82.6,57.4,0.5722,0.7
234.8,92.0,232.0,142.8,-2.8,-0.2444,0.7
541.6,489.0,629.0,52.6,87.4,-0.2612,0.7
513.4,410.0,550.0,103.4,36.6,0.85,0.7
235.4,78.0,218.0,157.4,-17.4,-0.65,0.7
267.0,154.0,294.0,113.0,27.0,0.5834,0.7
480.0,357.0,497.0,123.0,17.0,0.3056,0.7
231.4,62.0,202.0,169.4,-29.4,-0.9834,0.7
310.8,233.0,373.0,77.8,62.2,0.4388,0.7
490.8,392.0,532.0,98.8,41.2,0.9778,0.7
355.8,276.0,416.0,79.8,60.2,0.4944,0.7
237.8,106.0,246.0,131.8,8.2,0.0612,0.7
275.6,126.0,266.0,149.6,-9.6,-0.4334,0.7
306.6,181.0,321.0,125.6,14.4,0.2334,0.7
388.8,318.0,458.0,70.8,69.2,0.2444,0.7
267.0,166.0,306.0,101.0,39.0,0.9166,0.7
307.6,179.0,319.0,128.6,11.4,0.15,0.7
235.6,67.0,207.0,168.6,-28.6,-0.9612,0.7
268.0,166.0,306.0,102.0,38.0,0.8888,0.7
540.2,466.0,606.0,74.2,65.8,0.3388,0.7
313.2,213.0,353.0,100.2,39.8,0.9388,0.7
388.8,295.0,435.0,93.8,46.2,0.8834,0.7
535.0,449.0,589.0,86.0,54.0,0.6666,0.7
343.0,264.0,404.0,79.0,61.0,0.4722,0.7
343.0,269.0,409.0,74.0,66.0,0.3334,0.7
390.2,306.0,446.0,84.2,55.8,0.6166,0.7
277.2,174.0,314.0,103.2,36.8,0.8556,0.7
532.8,448.0,588.0,84.8,55.2,0.6334,0.7
233.4,87.0,227.0,146.4,-6.4,-0.3444,0.7
233.6,82.0,222.0,151.6,-11.6,-0.4888,0.7
532.2,431.0,571.0,101.2,38.8,0.9112,0.7
532.2,445.0,585.0,87.2,52.8,0.7,0.7
237.8,98.0,238.0,139.8,0.2,-0.1612,0.7
266.0,156.0,296.0,110.0,30.0,0.6666,0.7
232.2,49.0,189.0,183.2,-43.2,-1.3666,0.7
485.0,365.0,505.0,120.0,20.0,0.3888,0.7
458.6,404.0,544.0,54.6,85.4,-0.2056,0.7
481.2,361.0,501.0,120.2,19.8,0.3834,0.7
458.6,404.0,544.0,54.6,85.4,-0.2056,0.7
233.6,74.0,214.0,159.6,-19.6,-0.7112,0.7
230.2,38.0,178.0,192.2,-52.2,-1.6166,0.7
310.4,217.0,357.0,93.4,46.6,0.8722,0.7
532.4,445.0,585.0,87.4,52.6,0.7056,0.7
268.6,168.0,308.0,100.6,39.4,0.9278,0.7
401.6,327.0,467.0,74.6,65.4,0.35,0.7
233.6,82.0,222.0,151.6,-11.6,-0.4888,0.7
309.2,215.0,355.0,94.2,45.8,0.8944,0.7
229.2,50.0,190.0,179.2,-39.2,-1.2556,0.7
265.0,159.0,299.0,106.0,34.0,0.7778,0.7
389.2,317.0,457.0,72.2,67.8,0.2834,0.7
308.4,196.0,336.0,112.4,27.6,0.6,0.7
489.0,398.0,538.0,91.0,49.0,0.8056,0.7
342.0,263.0,403.0,79.0,61.0,0.4722,0.7
230.2,47.0,187.0,183.2,-43.2,-1.3666,0.7
232.4,81.0,221.0,151.4,-11.4,-0.4834,0.7
313.2,230.0,370.0,83.2,56.8,0.5888,0.7
341.2,241.0,381.0,100.2,39.8,0.9388,0.7
236.2,117.0,257.0,119.2,20.8,0.4112,0.7
311.8,220.0,360.0,91.8,48.2,0.8278,0.7
306.8,206.0,346.0,100.8,39.2,0.9222,0.7
539.8,487.0,627.0,52.8,87.2,-0.2556,0.7
236.8,65.0,205.0,171.8,-31.8,-1.05,0.7
534.2,442.0,582.0,92.2,47.8,0.8388,0.7
234.4,65.0,205.0,169.4,-29.4,-0.9834,0.7
313.4,215.0,355.0,98.4,41.6,0.9888,0.7
228.6,46.0,186.0,182.6,-42.6,-1.35,0.7
392.4,307.0,447.0,85.4,54.6,0.65,0.7
543.6,472.0,612.0,71.6,68.4,0.2666,0.7
488.8,393.0,533.0,95.8,44.2,0.9388,0.7
542.8,497.0,637.0,45.8,94.2,-0.45,0.7
486.0,365.0,505.0,121.0,19.0,0.3612,0.7
341.4,251.0,391.0,90.4,49.6,0.7888,0.7
252.0,136.0,276.0,116.0,24.0,0.5,0.7
484.8,389.0,529.0,95.8,44.2,0.9388,0.7
232.8,65.0,205.0,167.8,-27.8,-0.9388,0.7
543.0,457.0,597.0,86.0,54.0,0.6666,0.7
230.0,53.0,193.0,177.0,-37.0,-1.1944,0.7
306.8,199.0,339.0,107.8,32.2,0.7278,0.7
232.2,57.0,197.0,175.2,-35.2,-1.1444,0.7
313.4,239.0,379.0,74.4,65.6,0.3444,0.7
483.6,355.0,495.0,128.6,11.4,0.15,0.7
270.6,151.0,291.0,119.6,20.4,0.4,0.7
536.4,435.0,575.0,101.4,38.6,0.9056,0.7
268.6,165.0,305.0,103.6,36.4,0.8444,0.7
540.8,482.0,622.0,58.8,81.2,-0.0888,0.7
543.4,454.0,594.0,89.4,50.6,0.7612,0.7
234.4,103.0,243.0,131.4,8.6,0.0722,0.7
540.0,454.0,594.0,86.0,54.0,0.6666,0.7
233.0,53.0,193.0,180.0,-40.0,-1.2778,0.7
479.6,354.0,494.0,125.6,14.4,0.2334,0.7
480.0,353.0,493.0,127.0,13.0,0.1944,0.7
457.6,404.0,544.0,53.6,86.4,-0.2334,0.7
487.0,381.0,521.0,106.0,34.0,0.7778,0.7
517.0,417.0,557.0,100.0,40.0,0.9444,0.7
481.2,351.0,491.0,130.2,9.8,0.1056,0.7
399.2,333.0,473.0,66.2,73.8,0.1166,0.7
236.2,118.0,258.0,118.2,21.8,0.4388,0.7
484.8,373.0,513.0,111.8,28.2,0.6166,0.7
312.2,236.0,376.0,76.2,63.8,0.3944,0.7
403.2,345.0,485.0,58.2,81.8,-0.1056,0.7
234.4,65.0,205.0,169.4,-29.4,-0.9834,0.7
381.2,279.0,419.0,102.2,37.8,0.8834,0.7
541.8,465.0,605.0,76.8,63.2,0.4112,0.7
236.8,124.0,264.0,112.8,27.2,0.5888,0.7
267.2,155.0,295.0,112.2,27.8,0.6056,0.7
307.2,188.0,328.0,119.2,20.8,0.4112,0.7
399.0,332.0,472.0,67.0,73.0,0.1388,0.7
308.2,206.0,346.0,102.2,37.8,0.8834,0.7
535.2,451.0,591.0,84.2,55.8,0.6166,0.7
234.2,27.0,167.0,207.2,-67.2,-2.0334,0.7
236.2,32.0,172.0,204.2,-64.2,-1.95,0.7
247.4,141.0,281.0,106.4,33.6,0.7666,0.7
389.2,294.0,434.0,95.2,44.8,0.9222,0.7
265.2,165.0,305.0,100.2,39.8,0.9388,0.7
230.8,52.0,192.0,178.8,-38.8,-1.2444,0.7
232.0,35.0,175.0,197.0,-57.0,-1.75,0.7
237.0,87.0,227.0,150.0,-10.0,-0.4444,0.7
379.6,286.0,426.0,93.6,46.4,0.8778,0.7
540.2,481.0,621.0,59.2,80.8,-0.0778,0.7
488.2,393.0,533.0,95.2,44.8,0.9222,0.7
382.2,284.0,424.0,98.2,41.8,0.9944,0.7
399.2,328.0,468.0,71.2,68.8,0.2556,0.7
235.4,63.0,203.0,172.4,-32.4,-1.0666,0.7
310.8,182.0,322.0,128.8,11.2,0.1444,0.7
489.2,400.0,540.0,89.2,50.8,0.7556,0.7
339.4,244.0,384.0,95.4,44.6,0.9278,0.7
275.0,126.0,266.0,149.0,-9.0,-0.4166,0.7
273.6,171.0,311.0,102.6,37.4,0.8722,0.7
232.6,68.0,208.0,164.6,-24.6,-0.85,0.7
232.8,85.0,225.0,147.8,-7.8,-0.3834,0.7
485.2,376.0,516.0,109.2,30.8,0.6888,0.7
237.2,77.0,217.0,160.2,-20.2,-0.7278,0.7
540.8,474.0,614.0,66.8,73.2,0.1334,0.7
235.0,119.0,259.0,116.0,24.0,0.5,0.7
479.8,358.0,498.0,121.8,18.2,0.3388,0.7
536.4,446.0,586.0,90.4,49.6,0.7888,0.7
541.6,499.0,639.0,42.6,97.4,-0.5388,0.7
532.2,438.0,578.0,94.2,45.8,0.8944,0.7
342.8,274.0,414.0,68.8,71.2,0.1888,0.7
308.4,205.0,345.0,103.4,36.6,0.85,0.7
308.6,212.0,352.0,96.6,43.4,0.9612,0.7
391.8,300.0,440.0,91.8,48.2,0.8278,0.7
251.8,131.0,271.0,120.8,19.2,0.3666,0.7
236.4,89.0,229.0,147.4,-7.4,-0.3722,0.7
482.0,347.0,487.0,135.0,5.0,-0.0278,0.7
539.2,496.0,636.0,43.2,96.8,-0.5222,0.7
231.6,54.0,194.0,177.6,-37.6,-1.2112,0.7
233.2,76.0,216.0,157.2,-17.2,-0.6444,0.7
308.6,235.0,375.0,73.6,66.4,0.3222,0.7
247.8,128.0,268.0,119.8,20.2,0.3944,0.7
266.4,152.0,292.0,114.4,25.6,0.5444,0.7
537.0,430.0,570.0,107.0,33.0,0.75,0.7
237.2,68.0,208.0,169.2,-29.2,-0.9778,0.7
231.4,56.0,196.0,175.4,-35.4,-1.15,0.7
312.8,215.0,355.0,97.8,42.2,0.9944,0.7
487.8,399.0,539.0,88.8,51.2,0.7444,0.7
232.0,41.0,181.0,191.0,-51.0,-1.5834,0.7
233.6,77.0,217.0,156.6,-16.6,-0.6278,0.7
267.2,150.0,290.0,117.2,22.8,0.4666,0.7
484.8,384.0,524.0,100.8,39.2,0.9222,0.7
313.0,221.0,361.0,92.0,48.0,0.8334,0.7
275.2,174.0,314.0,101.2,38.8,0.9112,0.7
234.2,72.0,212.0,162.2,-22.2,-0.7834,0.7
311.2,227.0,367.0,84.2,55.8,0.6166,0.7
543.2,500.0,640.0,43.2,96.8,-0.5222,0.7
309.2,230.0,370.0,79.2,60.8,0.4778,0.7
235.4,115.0,255.0,120.4,19.6,0.3778,0.7
541.4,501.0,641.0,40.4,99.6,-0.6,0.7
399.2,338.0,478.0,61.2,78.8,-0.0222,0.7
482.2,364.0,504.0,118.2,21.8,0.4388,0.7
311.8,222.0,362.0,89.8,50.2,0.7722,0.7
248.0,142.0,282.0,106.0,34.0,0.7778,0.7
517.0,419.0,559.0,98.0,42.0,1.0,0.7
237.0,103.0,243.0,134.0,6.0,0.0,0.7
479.6,351.0,491.0,128.6,11.4,0.15,0.7
489.2,401.0,541.0,88.2,51.8,0.7278,0.7
312.2,219.0,359.0,93.2,46.8,0.8666,0.7
539.2,487.0,627.0,52.2,87.8,-0.2722,0.7
533.8,441.0,581.0,92.8,47.2,0.8556,0.7
403.0,339.0,479.0,64.0,76.0,0.0556,0.7
539.4,491.0,631.0,48.4,91.6,-0.3778,0.7
513.6,415.0,555.0,98.6,41.4,0.9834,0.7
541.6,467.0,607.0,74.6,65.4,0.35,0.7
310.6,227.0,367.0,83.6,56.4,0.6,0.7
542.6,463.0,603.0,79.6,60.4,0.4888,0.7
532.8,448.0,588.0,84.8,55.2,0.6334,0.7
268.0,149.0,289.0,119.0,21.0,0.4166,0.7
484.8,378.0,518.0,106.8,33.2,0.7556,0.7
312.2,228.0,368.0,84.2,55.8,0.6166,0.7
380.4,280.0,420.0,100.4,39.6,0.9334,0.7
311.0,215.0,355.0,96.0,44.0,0.9444,0.7
532.2,446.0,586.0,86.2,53.8,0.6722,0.7
234.4,59.0,199.0,175.4,-35.4,-1.15,0.7
489.6,399.0,539.0,90.6,49.4,0.7944,0.7
310.8,192.0,332.0,118.8,21.2,0.4222,0.7
236.8,67.0,207.0,169.8,-29.8,-0.9944,0.7
342.2,274.0,414.0,68.2,71.8,0.1722,0.7
403.2,335.0,475.0,68.2,71.8,0.1722,0.7
235.4,114.0,254.0,121.4,18.6,0.35,0.7
311.4,232.0,372.0,79.4,60.6,0.4834,0.7
259.6,148.0,288.0,111.6,28.4,0.6222,0.7
252.2,141.0,281.0,111.2,28.8,0.6334,0.7
342.2,268.0,408.0,74.2,65.8,0.3388,0.7
532.2,432.0,572.0,100.2,39.8,0.9388,0.7
400.2,336.0,476.0,64.2,75.8,0.0612,0.7
354.6,278.0,418.0,76.6,63.4,0.4056,0.7
229.6,56.0,196.0,173.6,-33.6,-1.1,0.7
540.0,496.0,636.0,44.0,96.0,-0.5,0.7
402.0,325.0,465.0,77.0,63.0,0.4166,0.7
535.0,434.0,574.0,101.0,39.0,0.9166,0.7
340.0,257.0,397.0,83.0,57.0,0.5834,0.7
235.0,105.0,245.0,130.0,10.0,0.1112,0.7
310.6,188.0,328.0,122.6,17.4,0.3166,0.7
541.4,493.0,633.0,48.4,91.6,-0.3778,0.7
481.2,350.0,490.0,131.2,8.8,0.0778,0.7
235.6,84.0,224.0,151.6,-11.6,-0.4888,0.7
399.0,326.0,466.0,73.0,67.0,0.3056,0.7
309.6,188.0,328.0,121.6,18.4,0.3444,0.7
311.4,222.0,362.0,89.4,50.6,0.7612,0.7
543.4,492.0,632.0,51.4,88.6,-0.2944,0.7
534.4,440.0,580.0,94.4,45.6,0.9,0.7
340.6,245.0,385.0,95.6,44.4,0.9334,0.7
236.8,124.0,264.0,112.8,27.2,0.5888,0.7
252.2,131.0,271.0,121.2,18.8,0.3556,0.7
541.4,482.0,622.0,59.4,80.6,-0.0722,0.7
390.6,314.0,454.0,76.6,63.4,0.4056,0.7
514.8,406.0,546.0,108.8,31.2,0.7,0.7
484.0,385.0,525.0,99.0,41.0,0.9722,0.7
237.2,103.0,243.0,134.2,5.8,-0.0056,0.7
484.6,357.0,497.0,127.6,12.4,0.1778,0.7
342.0,270.0,410.0,72.0,68.0,0.2778,0.7
233.0,55.0,195.0,178.0,-38.0,-1.2222,0.7
540.0,456.0,596.0,84.0,56.0,0.6112,0.7
310.6,202.0,342.0,108.6,31.4,0.7056,0.7
307.2,203.0,343.0,104.2,35.8,0.8278,0.7
341.4,267.0,407.0,74.4,65.6,0.3444,0.7
307.0,202.0,342.0,105.0,35.0,0.8056,0.7
307.0,203.0,343.0,104.0,36.0,0.8334,0.7
307.0,191.0,331.0,116.0,24.0,0.5,0.7
236.8,88.0,228.0,148.8,-8.8,-0.4112,0.7
269.6,166.0,306.0,103.6,36.4,0.8444,0.7
310.2,178.0,318.0,132.2,7.8,0.05,0.7
488.2,398.0,538.0,90.2,49.8,0.7834,0.7
311.4,218.0,358.0,93.4,46.6,0.8722,0.7
511.6,406.0,546.0,105.6,34.4,0.7888,0.7
307.2,195.0,335.0,112.2,27.8,0.6056,0.7
237.2,102.0,242.0,135.2,4.8,-0.0334,0.7
310.2,192.0,332.0,118.2,21.8,0.4388,0.7
536.8,446.0,586.0,90.8,49.2,0.8,0.7
308.0,182.0,322.0,126.0,14.0,0.2222,0.7
267.6,165.0,305.0,102.6,37.4,0.8722,0.7
248.8,137.0,277.0,111.8,28.2,0.6166,0.7
542.2,500.0,640.0,42.2,97.8,-0.55,0.7
485.0,382.0,522.0,103.0,37.0,0.8612,0.7
393.2,320.0,460.0,73.2,66.8,0.3112,0.7
339.2,250.0,390.0,89.2,50.8,0.7556,0.7
236.2,70.0,210.0,166.2,-26.2,-0.8944,0.7
483.0,368.0,508.0,115.0,25.0,0.5278,0.7
399.0,339.0,479.0,60.0,80.0,-0.0556,0.7
234.8,31.0,171.0,203.8,-63.8,-1.9388,0.7
401.0,340.0,480.0,61.0,79.0,-0.0278,0.7
230.2,56.0,196.0,174.2,-34.2,-1.1166,0.7
390.6,315.0,455.0,75.6,64.4,0.3778,0.7
489.6,402.0,542.0,87.6,52.4,0.7112,0.7
310.2,203.0,343.0,107.2,32.8,0.7444,0.7
237.2,102.0,242.0,135.2,4.8,-0.0334,0.7
479.6,347.0,487.0,132.6,7.4,0.0388,0.7
484.0,363.0,503.0,121.0,19.0,0.3612,0.7
541.4,491.0,631.0,50.4,89.6,-0.3222,0.7
270.0,154.0,294.0,116.0,24.0,0.5,0.7
484.8,364.0,504.0,120.8,19.2,0.3666,0.7
541.4,470.0,610.0,71.4,68.6,0.2612,0.7
512.0,407.0,547.0,105.0,35.0,0.8056,0.7
457.6,403.0,543.0,54.6,85.4,-0.2056,0.7
517.2,426.0,566.0,91.2,48.8,0.8112,0.7
276.2,125.0,265.0,151.2,-11.2,-0.4778,0.7
268.2,166.0,306.0,102.2,37.8,0.8834,0.7
489.4,402.0,542.0,87.4,52.6,0.7056,0.7
230.0,41.0,181.0,189.0,-49.0,-1.5278,0.7
234.2,106.0,246.0,128.2,11.8,0.1612,0.7
230.6,44.0,184.0,186.6,-46.6,-1.4612,0.7
341.6,247.0,387.0,94.6,45.4,0.9056,0.7
266.8,157.0,297.0,109.8,30.2,0.6722,0.7
389.2,294.0,434.0,95.2,44.8,0.9222,0.7
229.2,53.0,193.0,176.2,-36.2,-1.1722,0.7
513.0,408.0,548.0,105.0,35.0,0.8056,0.7
484.0,371.0,511.0,113.0,27.0,0.5834,0.7
232.2,37.0,177.0,195.2,-55.2,-1.7,0.7
535.2,430.0,570.0,105.2,34.8,0.8,0.7
307.2,181.0,321.0,126.2,13.8,0.2166,0.7
540.8,481.0,621.0,59.8,80.2,-0.0612,0.7
393.0,319.0,459.0,74.0,66.0,0.3334,0.7
233.2,66.0,206.0,167.2,-27.2,-0.9222,0.7
391.0,312.0,452.0,79.0,61.0,0.4722,0.7
310.0,207.0,347.0,103.0,37.0,0.8612,0.7
480.2,360.0,500.0,120.2,19.8,0.3834,0.7
341.4,242.0,382.0,99.4,40.6,0.9612,0.7
483.4,364.0,504.0,119.4,20.6,0.4056,0.7
311.4,239.0,379.0,72.4,67.6,0.2888,0.7
267.4,169.0,309.0,98.4,41.6,0.9888,0.7
233.0,59.0,199.0,174.0,-34.0,-1.1112,0.7
228.8,53.0,193.0,175.8,-35.8,-1.1612,0.7
229.0,48.0,188.0,181.0,-41.0,-1.3056,0.7
542.2,479.0,619.0,63.2,76.8,0.0334,0.7
311.0,209.0,349.0,102.0,38.0,0.8888,0.7
389.2,300.0,440.0,89.2,50.8,0.7556,0.7
339.8,250.0,390.0,89.8,50.2,0.7722,0.7
228.8,37.0,177.0,191.8,-51.8,-1.6056,0.7
382.8,282.0,422.0,100.8,39.2,0.9222,0.7
399.0,334.0,474.0,65.0,75.0,0.0834,0.7
541.0,474.0,614.0,67.0,73.0,0.1388,0.7
232.0,57.0,197.0,175.0,-35.0,-1.1388,0.7
310.0,212.0,352.0,98.0,42.0,1.0,0.7
260.6,143.0,283.0,117.6,22.4,0.4556,0.7
536.8,439.0,579.0,97.8,42.2,0.9944,0.7
267.4,152.0,292.0,115.4,24.6,0.5166,0.7
541.8,478.0,618.0,63.8,76.2,0.05,0.7
236.0,109.0,249.0,127.0,13.0,0.1944,0.7
276.8,125.0,265.0,151.8,-11.8,-0.4944,0.7
542.2,496.0,636.0,46.2,93.8,-0.4388,0.7
310.4,207.0,347.0,103.4,36.6,0.85,0.7
532.4,428.0,568.0,104.4,35.6,0.8222,0.7
310.6,189.0,329.0,121.6,18.4,0.3444,0.7
541.4,457.0,597.0,84.4,55.6,0.6222,0.7
402.0,339.0,479.0,63.0,77.0,0.0278,0.7
542.0,479.0,619.0,63.0,77.0,0.0278,0.7
236.0,28.0,168.0,208.0,-68.0,-2.0556,0.7
540.0,455.0,595.0,85.0,55.0,0.6388,0.7
249.2,128.0,268.0,121.2,18.8,0.3556,0.7
517.0,411.0,551.0,106.0,34.0,0.7778,0.7
517.0,147.0,287.0,370.0,-230.0,-6.5556,0.7
262.2,147.0,287.0,115.2,24.8,0.5222,0.7
236.8,99.0,239.0,137.8,2.2,-0.1056,0.7
237.2,71.0,211.0,166.2,-26.2,-0.8944,0.7
250.2,140.0,280.0,110.2,29.8,0.6612,0.7
542.2,481.0,621.0,61.2,78.8,-0.0222,0.7
235.2,27.0,167.0,208.2,-68.2,-2.0612,0.7
235.0,87.0,227.0,148.0,-8.0,-0.3888,0.7
483.4,382.0,522.0,101.4,38.6,0.9056,0.7
311.4,220.0,360.0,91.4,48.6,0.8166,0.7
481.6,369.0,509.0,112.6,27.4,0.5944,0.7
307.2,204.0,344.0,103.2,36.8,0.8556,0.7
307.2,180.0,320.0,127.2,12.8,0.1888,0.7
388.8,293.0,433.0,95.8,44.2,0.9388,0.7
268.0,165.0,305.0,103.0,37.0,0.8612,0.7
343.6,264.0,404.0,79.6,60.4,0.4888,0.7
518.6,423.0,563.0,95.6,44.4,0.9334,0.7
384.2,289.0,429.0,95.2,44.8,0.9222,0.7
234.8,27.0,167.0,207.8,-67.8,-2.05,0.7
234.8,118.0,258.0,116.8,23.2,0.4778,0.7
306.8,182.0,322.0,124.8,15.2,0.2556,0.7
236.0,78.0,218.0,158.0,-18.0,-0.6666,0.7
233.4,65.0,205.0,168.4,-28.4,-0.9556,0.7
232.2,55.0,195.0,177.2,-37.2,-1.2,0.7
231.8,57.0,197.0,174.8,-34.8,-1.1334,0.7
233.4,118.0,258.0,115.4,24.6,0.5166,0.7
261.8,146.0,286.0,115.8,24.2,0.5056,0.7
341.8,264.0,404.0,77.8,62.2,0.4388,0.7
542.0,467.0,607.0,75.0,65.0,0.3612,0.7
389.0,297.0,437.0,92.0,48.0,0.8334,0.7
233.0,69.0,209.0,164.0,-24.0,-0.8334,0.7
483.0,348.0,488.0,135.0,5.0,-0.0278,0.7
479.6,347.0,487.0,132.6,7.4,0.0388,0.7
540.8,471.0,611.0,69.8,70.2,0.2166,0.7
540.8,503.0,643.0,37.8,102.2,-0.6722,0.7
230.8,37.0,177.0,193.8,-53.8,-1.6612,0.7
236.6,81.0,221.0,155.6,-15.6,-0.6,0.7
482.0,370.0,510.0,112.0,28.0,0.6112,0.7
542.2,462.0,602.0,80.2,59.8,0.5056,0.7
247.8,133.0,273.0,114.8,25.2,0.5334,0.7
312.2,228.0,368.0,84.2,55.8,0.6166,0.7
487.2,390.0,530.0,97.2,42.8,0.9778,0.7
541.2,500.0,640.0,41.2,98.8,-0.5778,0.7
234.8,81.0,221.0,153.8,-13.8,-0.55,0.7
310.6,220.0,360.0,90.6,49.4,0.7944,0.7
234.8,66.0,206.0,168.8,-28.8,-0.9666,0.7
232.8,75.0,215.0,157.8,-17.8,-0.6612,0.7
488.2,401.0,541.0,87.2,52.8,0.7,0.7
488.2,394.0,534.0,94.2,45.8,0.8944,0.7
393.8,322.0,462.0,71.8,68.2,0.2722,0.7
267.0,153.0,293.0,114.0,26.0,0.5556,0.7
342.2,247.0,387.0,95.2,44.8,0.9222,0.7
484.2,387.0,527.0,97.2,42.8,0.9778,0.7
234.2,76.0,216.0,158.2,-18.2,-0.6722,0.7
234.4,30.0,170.0,204.4,-64.4,-1.9556,0.7
520.0,422.0,562.0,98.0,42.0,1.0,0.7
235.2,75.0,215.0,160.2,-20.2,-0.7278,0.7
482.0,354.0,494.0,128.0,12.0,0.1666,0.7
310.6,197.0,337.0,113.6,26.4,0.5666,0.7
542.2,482.0,622.0,60.2,79.8,-0.05,0.7
310.0,206.0,346.0,104.0,36.0,0.8334,0.7
490.0,399.0,539.0,91.0,49.0,0.8056,0.7
532.2,443.0,583.0,89.2,50.8,0.7556,0.7
309.2,228.0,368.0,81.2,58.8,0.5334,0.7
338.4,246.0,386.0,92.4,47.6,0.8444,0.7
533.6,428.0,568.0,105.6,34.4,0.7888,0.7
262.2,148.0,288.0,114.2,25.8,0.55,0.7
537.0,435.0,575.0,102.0,38.0,0.8888,0.7
307.2,195.0,335.0,112.2,27.8,0.6056,0.7
537.0,441.0,581.0,96.0,44.0,0.9444,0.7
236.0,83.0,223.0,153.0,-13.0,-0.5278,0.7
268.6,156.0,296.0,112.6,27.4,0.5944,0.7
542.2,460.0,600.0,82.2,57.8,0.5612,0.7
233.4,92.0,232.0,141.4,-1.4,-0.2056,0.7
483.6,360.0,500.0,123.6,16.4,0.2888,0.7
398.6,340.0,480.0,58.6,81.4,-0.0944,0.7
309.4,190.0,330.0,119.4,20.6,0.4056,0.7
266.4,89.0,229.0,177.4,-37.4,-1.2056,0.7
236.6,89.0,229.0,147.6,-7.6,-0.3778,0.7
458.6,405.0,545.0,53.6,86.4,-0.2334,0.7
233.2,80.0,220.0,153.2,-13.2,-0.5334,0.7
306.8,200.0,340.0,106.8,33.2,0.7556,0.7
232.2,40.0,180.0,192.2,-52.2,-1.6166,0.7
457.6,404.0,544.0,53.6,86.4,-0.2334,0.7
391.0,292.0,432.0,99.0,41.0,0.9722,0.7
340.2,259.0,399.0,81.2,58.8,0.5334,0.7
540.4,481.0,621.0,59.4,80.6,-0.0722,0.7
269.4,169.0,309.0,100.4,39.6,0.9334,0.7
535.0,440.0,580.0,95.0,45.0,0.9166,0.7
390.2,315.0,455.0,75.2,64.8,0.3666,0.7
390.2,322.0,462.0,68.2,71.8,0.1722,0.7
233.2,72.0,212.0,161.2,-21.2,-0.7556,0.7
231.2,86.0,226.0,145.2,-5.2,-0.3112,0.7
535.2,442.0,582.0,93.2,46.8,0.8666,0.7
233.2,82.0,222.0,151.2,-11.2,-0.4778,0.7
273.2,174.0,314.0,99.2,40.8,0.9666,0.7
388.8,308.0,448.0,80.8,59.2,0.5222,0.7
540.0,457.0,597.0,83.0,57.0,0.5834,0.7
265.2,162.0,302.0,103.2,36.8,0.8556,0.7
486.4,400.0,540.0,86.4,53.6,0.6778,0.7
342.0,261.0,401.0,81.0,59.0,0.5278,0.7
484.0,374.0,514.0,110.0,30.0,0.6666,0.7
532.2,443.0,583.0,89.2,50.8,0.7556,0.7
400.4,329.0,469.0,71.4,68.6,0.2612,0.7
